assignment_index,source_inscription_id,destination_address,drop_file,drop_metadata_source,drop_title,drop_ink_status,drop_radius,drop_noise_amp,drop_c_offset_0,drop_c_offset_1,drop_m_offset_0,drop_m_offset_1,drop_y_offset_0,drop_y_offset_1,drop_k_offset_0,drop_k_offset_1
315,07d3229fb454ff55117c675d6a0571f2e61ec2ff1deebc769e5b19aebdf0377ei6,bc1p9umk6wgj8cgjpqvzgdlgk8sk7h53vfdc53eay0eqtv93qfeuf38qz6n5ma,./inscribed.html,806d80e7cf7f39208eccf59102e0086d6b593dbe3152777ef31dfc869a02340fi0,Triumph of Science,0,2.06,6.92e-06,-0.00335,-0.0021,-0.00267,0.00501,-0.00419,-0.00174,20000,20000
316,e2d2718283724ecbfcac774d7cc4eb4b17b0c2319a21cc5f549d0b7a5c7b2f21i0,bc1p4wue2z2gx03zfn66as282ylsxs5z2nfwn6xvdetdemzw3uxqxs7s9w6nn2,./inscribed.html,806d80e7cf7f39208eccf59102e0086d6b593dbe3152777ef31dfc869a02340fi0,Triumph of Science,0,2.09,2.58e-06,0.0062,0.000634,0.00224,-0.00215,0.00175,-0.00103,20000,20000
317,d7ba51662ded4c4a097eadb3c8871fa28b6c3904675708c4a3b3fa5d83af3f36i4,bc1pkm60s7szsa4ne5v5kf596j3v2k22ucepuvru3jl757knvdxjcxpq648lvs,./inscribed.html,806d80e7cf7f39208eccf59102e0086d6b593dbe3152777ef31dfc869a02340fi0,Triumph of Science,0,2.23,1.51e-06,0.00237,0.000104,-0.00587,-0.00941,0.00055,3.31e-05,20000,20000
318,669ac7aac4ccb8ed98c84f8e65e66e5e07820703b7bfd0eb233bb1d4b98f3a53i0,bc1p0dwn8rmxyhcl358lxwvg9qre4mj7sl2y49crv6xm29ggy7msm0nq94uj3z,./inscribed.html,806d80e7cf7f39208eccf59102e0086d6b593dbe3152777ef31dfc869a02340fi0,Triumph of Science,0,2.18,6.76e-06,-0.0014,0.00186,0.00405,-0.00169,-0.000312,0.00349,20000,20000
319,beb5c94caba478af4993afc00043b95a3d7ccc0890699950595b3c18be276e41i4,bc1psyfmvzmc5l7ak9hfe0065kz3nqkhwatc8qx0d5cd9u5k4654657syl5p9g,./inscribed.html,806d80e7cf7f39208eccf59102e0086d6b593dbe3152777ef31dfc869a02340fi0,Triumph of Science,0,2.27,2.1e-05,0.00112,-0.00108,0.00835,0.00265,0.000929,0.000953,20000,20000
320,fd63e010579d69af0b06b727c8b296518eda002a4133397dd1fa95a696d09284i7,bc1p0tq4ule7kff2zmqx5dl8n074z0jl02fjmtuzzjcuxhtxgxaddkwqmcmt0a,./inscribed.html,806d80e7cf7f39208eccf59102e0086d6b593dbe3152777ef31dfc869a02340fi0,Triumph of Science,0,2.27,1.53e-06,-0.0022,-0.000663,-0.00276,-0.0017,-7.93E-05,-0.00192,20000,20000
321,dc54de78c9de4f9e4f72cb07b3edebea23ae62d8678f7cb0aa9346d0e7a6c287i6,bc1p22gemly0gtgrfr4t35jzlzkhnpr8ujpmsghrrlrgadyt54u6y4nqh386xv,./inscribed.html,806d80e7cf7f39208eccf59102e0086d6b593dbe3152777ef31dfc869a02340fi0,Triumph of Science,0,2.34,3.48e-06,0.00488,0.00162,0.00227,-0.00406,0.00405,0.00123,20000,20000
322,2287c5b9663d0574a814be5b27439bf7cb6c41799700d594a3125c8d03c405bei6,bc1pn4ez5zc75pp7704d8h998qhjmrt9pcsq6an5a8u3z4fkgxgl035snqrsup,./inscribed.html,806d80e7cf7f39208eccf59102e0086d6b593dbe3152777ef31dfc869a02340fi0,Triumph of Science,0,2.1,4.87e-06,0.00221,-0.00273,-0.0122,0.00625,-0.00353,-0.000843,20000,20000
323,cfee628a98a4391a9bc0a870c4a25c0b094bd716e1143e806074022968f1ce46i6,bc1pk4n0a574cx3rugrmr5m33yyxlmgdfaaucwva8l6j0lr4nypjafcslxmgcg,./inscribed.html,806d80e7cf7f39208eccf59102e0086d6b593dbe3152777ef31dfc869a02340fi0,Triumph of Science,0,2.13,5.95e-07,-0.00259,0.0027,-0.00114,0.000478,-0.00364,0.00486,20000,20000
324,07824ea577a544e7d5e0a83e8995dcb09ecd18fba1f5cc41fa323850762730c1i5,bc1pdnjqaxjzkpyjva3t4arkew73lghp9whn77uu3t4tyv86l88qg0gsx57yd4,./inscribed.html,806d80e7cf7f39208eccf59102e0086d6b593dbe3152777ef31dfc869a02340fi0,Triumph of Science,0,2.39,1.08e-06,0.00122,-0.00246,-0.00855,-0.00457,-0.000287,-0.00371,20000,20000
325,7c6243f94b8b331e8e31de14905412ce42e7665ee3a28b6a4436535ffede9306i2,bc1pl85ak0sl8vrapv6pzjve8radjthfx6lkt0hcykdh0av9xmu6r2msncannc,./inscribed.html,806d80e7cf7f39208eccf59102e0086d6b593dbe3152777ef31dfc869a02340fi0,Triumph of Science,0,2.26,1.27e-05,-0.00387,-0.00111,0.00559,0.00235,0.00381,-0.00295,20000,20000
326,07824ea577a544e7d5e0a83e8995dcb09ecd18fba1f5cc41fa323850762730c1i7,bc1pj4xess460jhzcss0x9p6jsajz6ayr6rls2wu3nv66zl7jgk20wlsdufk5r,./inscribed.html,806d80e7cf7f39208eccf59102e0086d6b593dbe3152777ef31dfc869a02340fi0,Triumph of Science,0,2.26,5.65e-06,-8.27E-05,0.00689,0.00662,0.00241,0.0033,0.000969,20000,20000
327,de138102756697f532fa87a4a4a5acd0b156f9983d2814d8bbb6038057e24a3ei5,bc1p4sg6ytesjgnrupgtrgwxdzlpp80zzy23mdeejltlnuvx575j6vjsd7awr4,./inscribed.html,806d80e7cf7f39208eccf59102e0086d6b593dbe3152777ef31dfc869a02340fi0,Triumph of Science,0,2.02,1.28e-05,0.000478,-0.0021,-0.00234,-9.19E-06,-0.0032,-0.000782,20000,20000
328,21d7351a812beafaf6ca9da92c18f375d3af1c9f31c3712240da0a34d260a0efi7,bc1pmne3f5h8lmnppc33c394dwfade6pc2qdae5fcw5205x99k32gc5sgfep9k,./inscribed.html,806d80e7cf7f39208eccf59102e0086d6b593dbe3152777ef31dfc869a02340fi0,Triumph of Science,3,2.31,5.75e-06,0.00569,0.000106,0.0092,0.000574,-0.00078,-8.05E-05,20000,20000
329,07affe376fe82412150f85d900452659228ffd3aff15dcc48b0f02b44038c28bi6,bc1psyfmvzmc5l7ak9hfe0065kz3nqkhwatc8qx0d5cd9u5k4654657syl5p9g,./inscribed.html,806d80e7cf7f39208eccf59102e0086d6b593dbe3152777ef31dfc869a02340fi0,Triumph of Science,0,2.18,9.27e-06,-0.00164,-0.000365,-2.55E-05,0.00554,-0.0017,0.00233,20000,20000
330,b912d23b99b5a9bc7021599327376e94520e0ff3b1a598cf69f86e5a845a173ai0,bc1pzk4hz0ulwp0r7u35926yd4gl05m59gn44ghksfty2pa3zq7wmtvsfpx457,./inscribed.html,806d80e7cf7f39208eccf59102e0086d6b593dbe3152777ef31dfc869a02340fi0,Triumph of Science,0,2.21,2.24e-05,-0.00217,0.00137,0.00648,0.000904,0.000309,-0.00354,20000,20000
331,91ad667c728609d5a0d704e3b3d25f8466533f50fcb246e6553db567ddaaf2d7i7,bc1prv66l96ku7uzytncs9ecpxye78savp4aaule6692nl4lz8z3lpds4lenlg,./inscribed.html,806d80e7cf7f39208eccf59102e0086d6b593dbe3152777ef31dfc869a02340fi0,Triumph of Science,0,2.23,2.04e-05,-0.00165,-0.00167,-0.00353,0.00605,0.00197,0.000836,20000,20000
332,7c6243f94b8b331e8e31de14905412ce42e7665ee3a28b6a4436535ffede9306i3,bc1pl85ak0sl8vrapv6pzjve8radjthfx6lkt0hcykdh0av9xmu6r2msncannc,./inscribed.html,806d80e7cf7f39208eccf59102e0086d6b593dbe3152777ef31dfc869a02340fi0,Triumph of Science,0,2.06,7.72e-06,0.00182,0.0068,0.000482,-0.00448,-0.00467,-0.00233,20000,20000
333,db87fae07e7c84696c39fbc25a822a1f86ac228cd098305b545f939d8579b784i3,bc1pmez2353anq7ela8ejtnx3qtex47jrk0erm3w6p93c8k8rxz2tq7s7mwg4l,./inscribed.html,806d80e7cf7f39208eccf59102e0086d6b593dbe3152777ef31dfc869a02340fi0,Triumph of Science,0,2.31,6.97e-06,0.000764,-0.00103,0.00317,-0.00243,0.000404,0.00293,20000,20000
